,X,Y
2239,green tree accept inc lt gnt st qtr net shr ct vs ct net vs rev mln vs mln avg shr vs note per share result adjust two one common stock split june,['earn']
2240,u immigr rule spark congress object new immigr rule relat alien farm worker reportedli draft u agricultur depart meet object congress sourc capitol hill said usda draft regul requir law would offer amnesti illeg alien work cultiv fruit veget perish commod depart consid includ definit perish commod farm product tobacco hop spanish reed christma tree exclud sugar cane new york time report yesterday rep howard berman calif would like see definit extend includ sugar cane cultiv breed ground one scandal nation gene smith spokesman berman said livestock dairi poultri produc lobbi usda hard product cover amnesti provis farm industri sourc said chuck field american farm bureau feder said livestock produc desper fear unabl retain mani illeg alien join industri hous staff member involv draft landmark immigr law ask identifi said congress mean extend special amnesti provis worker help cultiv tobacco inclus hop spanish reed margin addit lawmak made clear consider bill lumber worker cover amnesti provis make inclus christma tree tough call sourc said usda offici declin comment draft regul except say subject chang releas probabl time later month lawmak may object usda rule consider relat perish commod congress like reopen debat controversi immigr question congression sourc said amnesti provis special design farm worker crucial passag overal immigr bill congression staff member estim special farm worker amnesti provis would appli alien law would allow elig farm worker work day year end may appli temporari perman resid statu,"['livestock', 'sugar']"
2241,japan firm develop ultra heat resist rubber shin etsu chemic co ltd said develop ultra thermal resist rubber use centigrad continu without lose properti shin etsu put potenti demand product two tonn month mainli microwav oven sealant increas use product part attach car engin rais demand compani boost output tonn march two said,['rubber']
2242,cuba crude sugar harvest far behind schedul cuban presid fidel castro told congress union young communist product crude sugar harvest still progress tonn behind schedul speech sunday publish today offici paper granma castro said unseason rain sinc januari serious interrupt harvest mill oper especi central western part island cuban leader said mechan cane harvest schedul cut pct cane year particularli vulner muddi field prevent oper neither castro cuban press given figur estim tonn crude product present harvest goal sugar campaign howev cuban sugar offici told reuter countri lucki crude output reach last year mln tonn output crude previou harvest mln tonn harvest schedul end april due present shortfal extend may june offici said,['sugar']
2243,castl cook inc lt cke th qtr loss shr loss ct vs loss ct net loss mln vs loss rev mln vs mln avg shr mln vs mln year shr profit ct vs profit ct net profit vs profit rev billion vs billion avg share vs note fourth quarter includ tax loss discontinu flexi van oper mln dlr primari earn per share data calcul deduct prefer dividend requir,['earn']
2244,voicemail intern inc th qtr loss shr loss ct vs loss ct net loss vs loss rev vs avg shr vs mth shr loss ct vs ct net loss vs loss rev vs avg shr vs,['earn']
2245,avon say buy giorgio inc fragranc compani mln dlr avon say buy giorgio inc fragranc compani mln dlr,['acq']
2246,magma lower copper price ct ct magma copper co subsidiari newmont mine corp said lower copper cathod price cent cent lb effect immedi,['copper']
2247,iraq ccc credit guarante switch usda commod credit corpor ccc transfer mln dlr credit guarante previous earmark sale u corn mln dlr sale oilse increas avail coverag sale u poultri meat iraq u agricultur depart said depart said action taken request iraq state trade organ grain foodstuff guarante line sale corn reduc mln dlr mln line oilse mln dlr zero guarante line sale frozen poultri increas mln dlr mln dlr usda said,"['corn', 'grain', 'livestock', 'oilseed']"
2248,avon product lt avp buy giorgio mln avon product inc said reach agreement principl purchas lt giorgio inc fragranc compani mln dlr cash giorgio annual revnu mln dlr avon said acquisit approv avon board close set may transact would impact avon current dividend rate said giorgio boutiqu beverli hill calif sold back fred hayman one sharehold continu oper independ avon said avon said identifi giorgio year ago prefer acquisit candid said launch prestig fragranc develop conjunct catherin deneuv spring giorgio oper separ subsidiari avon said would compet avon direct sell beauti product busi,['acq']
2249,molecular genet inc lt mogn th qtr loss oper shr loss ct vs loss ct oper net loss vs loss rev vs avg shr vs year oper shr loss ct vs loss ct oper net loss vs rev vs avg shr vs note current year net period exclud charg dlr cumul effect account chang patent net period includ charg dlr sever oblig year net includ charg dlr writeoff seed commit,['earn']
2250,hondura seek pl vessel bulk wheat hondura tender april public law u non u flag vessel deliv approxim tonn variou wheat bulk agent countri said agent said deliveri northern spring dn wheat includ layday juli tonn august tonn septemb tonn deliveri hard red winter wheat layday june tonn juli tonn septemb tonn offer due hr edt april remain valid close busi april agent said,"['grain', 'ship', 'wheat']"
2251,magma lower copper price ct ct magma copper co subsidiari newmont mine corp said lower copper cathod price cent cent lb effect immedi,['copper']
2252,cenergi lt crg report th qtr net profit cenergi corp report fourth quarter net incom dlr seven ct per share revenu mln dlr year report net loss mln dlr ct per share result writedown book valu oil ga properti first two quarter revenu mln dlr follow compani fiscal year end march chang calend year end nine month end dec report loss mln dlr dlr per share revenu mln dlr said result noncash writedown oil ga properti year end march cenergi report net incom dlr ct per share revenu mln dlr compani said reserv year fell five mln barrel mln barrel oil bilion cubic feet ga bcf said reserv disappear avail produc price recov,['earn']
2253,gencorp lt gy say buyback better takeov gencorp inc said decis gener partner compris afg industri wagner brown end hostil offer compani support belief buy back offer announc yesterday financi superior altern gencorp said would annouc detail plan buy back pct stock billion dlr dlr share later week gencorp buy back made fend hostil billion dlr dlr share tender offer afg wagner brown earlier today afg wagner brown said without benefit addit inform avail gencorp manag cannot compet econom gencorp propos group said end tender offer gencorp promptli return tender sharehold share tender pursuant offer group own pct share gencorp outstand share,['acq']
2254,berri petroleum norri oil lt noil merg berri petroleum co said board norri oil co board approv merger agreement call norri becom wholli own berri subsidiari berri privat own compani alreadi own pct norri oil stock said agreement call norri public sharehold receiv berri common share norri share held,['acq']
2255,ccc credit bangladesh amend usda commod credit corpor ccc realloc mln dlr credit guarante previous earmark sale u wheat provid coverag sale u veget oil bangladesh u agricultur depart said usda said action taken request bangladesh govern reduc guarante line author wheat sale mln dlr creat new line mln dlr veget oil elig coverag ccc intermedi export credit program credit term must excess three year seven year sale cover credit guarante must regist ship septemb usda said,"['grain', 'veg-oil', 'wheat']"
2256,ccc seed credit gurante algeria usda commod credit corpor ccc author mln dlr credit guarante cover sale seed plant algeria u agricultur depart said depart said addit guarante increas cumul fiscal year program sale u agricultur product algeria mln dlr elig new seed credit guarante sale must regist septemb ship decemb usda said,['oilseed']
2257,usda announc world market rice price u agricultur depart announc follow prevail world market price rice loan rate basi previou price long grain whole kernel ct per lb vs medium grain whole kernel ct per lb vs short grain whole kernel ct per lb vs broken kernel ct per lb vs repay rate crop warehous farm store rice loan higher world price pct loan rate dlr per cwt price remain effect week new price could announc earlier warrant usda said,"['grain', 'rice']"
2258,total system servic inc lt tsi st qtr net shr nine ct vs seven ct net vs rev mln vs mln,['earn']
2259,hubco inc lt hco st qtr net shr ct vs ct net vs asset mln vs mln,['earn']
2260,merrimac industri inc lt mmac th qtr net shr five ct vs ct net vs sale vs year shr ct vs dlr net vs sale mln vs mln,['earn']
2261,lt wilder experi inc th qtr loss period end jan shr loss three ct vs loss two ct net loss vs loss sale vs year shr loss ct vs loss ct net loss vs loss sale vs,['earn']
2262,total system servic lt tsi st qtr net shr nine ct vs seven ct net vs rev vs,['earn']
2263,bermuda star lt bsl leas vessel bermuda star line inc said leas ton passeng vessel orley ship co inc liberia term option extend year vessel ss libert renam canadian star use cruis montreal new york begin june orley ship partial own common brother plc u k maritim firm own pct bermuda star share arrang debt financ ship purchas orley acquir vessel banstead ship ltd term disclos,['ship']
2264,premdor plan two one stock split lt premdor inc said plan two one common stock split subject sharehold approv may annual meet said split approv would take effect may premdor manufactur sell wood door,['earn']
2265,teletrak advanc technolog th qtr loss shr loss two ct vs loss two ct net loss vs loss rev vs avg share vs year shr loss five ct vs loss five ct net loss vs loss rev vs avg share vs note compani full name lt teletrak advanc technolog system inc unit helm resourc lt h net loss includ loss discontinu oper dlr,['earn']
2266,cannon lt sell stake hbo cannon ventur cannon group inc said agre principl sell pct interest hbo cannon video joint ventur home box offic unit time inc lt tl compani said make sale near futur video product licens unit state canada either warner brother unit warner commun inc lt wci media home entertain,['acq']
2267,houston oil trust lt ho halt royalti houston oil trust said royalti fund avail distribut unit holder april also said base recent independ petroleum engin estim oct may amount avial distribut rest year,['earn']
2268,upper peninsula power co lt upen set payout qtli dividend ct vs ct pay may one record april,['earn']
2269,itt corp lt itt declar dividend qtli div ct vs ct prior pay juli record may,['earn']
2270,pacif light corp lt plt qtli dividend shr ct vs ct prior qtr pay may record april,['earn']
2271,staley continent lt sta regular dividend set qtli div ct vs ct previous pay june eight record may,['earn']
2272,itt corp lt itt regular qtrli dividend qtli div ct vs ct prior payabl juli one record may,['earn']
2273,sun lt sun rais heat oil barg price sun co sun refin market co subsidiari said rais price charg contract barg custom heat oil new york harbor cent gallon effect today increas bring contract barg price ct gallon sun said,['heat']
2274,b c resourc agreement credit facil lt british columbia resourc invest corp earlier report higher full year oper loss said reach agreement principl five lender provid mln dlr credit facil four year term compani said credit facil extend certain circumst annual princip payment five mln dlr agreement subject certain lender approv complet formal document earlier report loss extraordinari item rose mln dlr year ago mln dlr b c resourc also said dividend seri prefer share exchang prefer share remain suspend howev payment made account quarterli dividend exchang prefer share compani truste deposit account b c resourc said suffici fund avail pay full amount march dividend exchang prefer sharehold payment expect earli april sharehold record march compani said futur dividend declar april exchang prefer quarterli payout futur payment depend amount dividend receiv westcoast transmiss co lt wtc b c resourc said compani said increas fourth quarter full year oper loss primarili result lower oil price four month labor shutdown balmer coal mine british columbia b c resourc also record mln dlr extraordinari loss includ loss disposit north sea oil ga interest pct own lt westar mine ltd b c resourc extraordinari charg also includ writedown invest westar petroleum gain sale westar timber skeena celgar pulp mill terrac sawmil partial offset extraordinari loss compani said compani said asset sale elimin b c resourc long term financ commit north sea exposur fluctuat pulp market also said cut long term debt mln dlr billion dlr year end manag chang staff cut significantli reduc cost,['earn']
2275,sportscen acquir christoph van houtt chain sportscen restaur inc said acquir cafe christoph van houtt inc cafe chain ten franchis one corpor restaur unspecifi amount cash sportscen share,['acq']
2276,u consum credit rose billion dlr feb vs revis mln jan gain u consum credit rose billion dlr feb vs revis mln jan gain,['instal-debt']
2277,ronson corp lt ronc th qtr dec shr loss ct vs loss seven ct net loss vs loss rev mln vs mln year shr loss ct vs profit ct net loss mln vs profit rev mln vs mln note loss includ reserv includ tax benefit dlr th qtr includ dlr writedown dlr gain sale net includ extraordinari item gain sale mln dlr tax carryforward gain dlr,['earn']
2278,u k money market given mln stg late help bank england said provid money market late assist around mln stg bring bank total help far today mln stg compar latest forecast mln stg shortag system today,['money-fx']
2279,westmin rais myra fall capac pct westmin resourc ltd said plan increas capac myra fall british columbia base preciou metal mine mill complex pct short ton ore day subject regulatori approv compani said expans cost mln dlr could oper economi scale expans pay back net expans cost less one year westmin said myra fall complex process ton ore day myra fall product ounc gold ounc silver mln lb copper mln lb zinc lb lead compani spokesman said myra fall product ounc gold ounc silver mln pound copper mln pound zinc pound lead compani spokesman said,"['copper', 'gold', 'lead', 'silver', 'zinc']"
2280,treasuri balanc fed rose april treasuri balanc feder reserv rose april billion dlr billion dlr previou busi day treasuri said latest budget statement balanc tax loan note account fell billion dlr billion dlr respect day treasuri oper cash balanc total billion dlr april compar billion dlr april,['money-supply']
2281,manufactur lt mhc build foreclosur manufactur hanov corp said ofp inc unit acquir dalla offic build foreclosur compani said foreclos alli bank tower mln squar feet offic build one fountain place dalla,['acq']
2282,hi shear industri inc lt hsi set payout qtrli div ct vs ct prior pay april record april,['earn']
2283,coca cola bottl lt coke termin talk coca cola bottl co consolid said termin negoti propos purchas wholli own subsidiari headquart vancouv b c compani said vigor continu effort sell canadian oper substanti term condit previous announc,['acq']
2284,northern telecom ltd lt nt declar stock split two one stock split pay may note split subject approv sharehold april annual meet compani also said increas dividend post split share six ct five ct,['earn']
2285,cml group inc lt cmli nd qtr jan net shr ct vs ct net vs sale mln vs mln avg shr vs st half shr ct vs ct net vs sale mln vs mln avg shr vs,['earn']
2286,japanes crusher buy canadian rapese japanes crusher bought tonn canadian rapese export busi overnight late may earli june shipment trade sourc said,"['oilseed', 'rapeseed']"
2287,careplu lt cpl seek approv acquisit careplu inc said seek sharehold approv propos acquisit certain asset assumpt certain liabil profession care inc lt pci connect acquisit sharehold request approv merger careplu newli form delawar subsidiari careplu said careplu said board tent determin stock would exchang common stock new corpor rate seven one,['acq']
2288,dress barn inc lt dbrn nd qtr jan net shr ct vs ct net vs sale mln vs mln st half shr ct vs ct net vs sale mln vs mln note share adjust three two stock split may,['earn']
2289,u feb consum credit rose billion dlr u consum instal credit rose season adjust billion dlr februari revis rise mln dlr januari feder reserv board said annual rate growth februari pct pct januari previous fed said consum credit rose mln dlr januari among credit categori auto credit rose februari mln dlr increas mln dlr januari fed said revolv credit februari rose billion dlr fall mln dlr januari mobil home credit mln dlr februari rise mln dlr januari categori refer cover bank credit union loan increas mln dlr februari rise mln dlr januari fed said season adjust consum credit outstand total billion dlr end februari compar billion dlr end februari,['instal-debt']
2290,group buy intermed lt itm share investor group includ bessem secur corp cilluffo associ told secur exchang commiss ask feder antitrust regul advanc clearanc hold mln dlr intermed inc common stock group said current hold mln share pct total outstand follow purchas share march april group spokesman would disclos total purchas price current hold group said accumul intermed stock invest purpos,['acq']
2291,seagat technolog lt sgat rd qtr march net shr ct vs ct net vs sale mln vs mln avg shr vs nine mth shr dlr vs ct net vs sale mln vs mln avg shr vs,['earn']
2292,group rais texstyren lt foam stake pct investor group led dart contain corp sarasota fla plastic utensil maker told secur exchang commiss rais stake texstyren corp common share total outstand group said bought share invest intend continu buy texstyren stock futur group said recent purchas includ share bought march ordinari brokerag transact,['acq']
2293,enro hold buy enro shirt foxcroft enro hold corp said acquir enro shirt co foxcroft ltd wilson bro mln dlr enro hold own pct investor pct manag other investor group bought pct common equiti suppli five mln dlr mezzanin financ manag bought pct congress financi group suppli mln dlr senior financ seller took back note mln dlr enro shirt annual sale mln dlr foxcroft sale mln dlr,['acq']
2294,spartech lt sptn revers stock split approv spartech corp said sharehold annual meet approv revers stock split common stock one five basi compani said split necessari prepar offer mln dlr convert subordin debentur expect made soon kidder peabodi co said new common stock begin trade april symbol sptnd separ spartech said board appoint bradley buechler presid fill vacanc said lawrenc power remain chairman buechler prior promot execut vice presid chief oper offic retain duti chief oper offic,['earn']
2295,peopl rideshar system lt ride st qtr net shr primari profit two ct vs loss nine ct shr dilut profit one cent vs loss six ct net profit vs loss rev vs avg shr vs note full name compani peopl rideshar system inc,['earn']
2296,desjardin group lower visa interest rate la confeder de caiss populair et economi desjardin quebec credit union group said lower interest rate unpaid balanc visa credit card pct pct effect june bill statement move follow cut credit card interest rate charg sever canadian bank,['interest']
2297,seeq technolog inc lt seeq nd qtr march shr profit eight ct vs loss dlr net profit vs loss rev mln vs avg shr vs six mth shr loss nine ct vs loss dlr net loss vs loss rev mln vs mln avg shr vs,['earn']
2298,apr apr,['money-fx']
2299,william lt wmb th qtr charg william co said fourth quarter charg mln dlr discontinu oper writedown contribut net loss mln dlr dlr share earn mln dlr ct loss quarter mln dlr dlr incom mln dlr ct year ago revenu quarter fell mln dlr mln year fell billion dlr billion william also said previous announc sale agrico chemic co unit freeport mcmoran resourc partner ltd clear antitrust review close next week first quarter includ proce agrico sale mln dlr cash close plu defer payment proce mln dlr sale stake peabodi hold co complet januari first quarter william report net mln dlr ct share sale mln dlr william said charg current year relat ongo restructur compani said restructur move improv balanc sheet improv outlook futur stabil growth earn oper profit compani northwest pipelin corp unit fell pct mln dlr lower sale william natur ga unit oper profit mln dlr compar mln dlr lower sale volum profit william ga market rose mln dlr mln william pipe line co oper profit mln dlr versu mln dlr year ago,['earn']
2300,nacco industri lt nc report nd qtr gain nacco industri inc said report gain second quarter mln dlr dlr share sale stock subsidiari nacco said north american coal corp unit receiv notic consolid coal co unit du pont co lt dd exercis option buy stock quarto mine co subsidiari north american coal stock north american coal receiv mln dlr mln paid close april rest instal compani said addit quarto pay dividend north american coal mln dlr retain earn close fund previous use financ mine oper consolid coal got option capco group util receiv option nacco nacco report earn mln dlr dlr share last year second quarter quarto gener mln dlr net incom equal ct share nacco total earn dlr share quarto produc mln short ton mln ton produc north american coal nacco said,['earn']
2301,perri drug store inc lt pd st qtr jan net shr ct vs ct net vs sale mln vs mln,['earn']
2302,buffton lt buff post investig charg buffton corp said conduct investig plant design superfund site result charg six ct per share second quarter year ago second quarter buffton report net incom ct share dlr sale mln dlr studi complet nine month determin clean remedi action may requir robintech inc plant former owner split cost buffton said share cost dlr,['earn']
2303,american dynam lt amdc sell pct stake american dynam corp lt meridian reserv inc said sign definit agreement meridian buy mln share pct american dynam common stock term agreement santa ana calif base meridian said pay columbu base american dynam one mln dlr cash note five year share common stock meridian said option issu addit share common next two year payment certain note meridian oil ga compani whose oper primarili oklahoma said acquisit increas consolid asset mln dlr contractu commit ga reserv mln dlr discount present valu american dynam engag ga gather transmiss liquid extract also oklahoma compani said five extract plant mile transmiss line five adjoin oklahoma counti,['acq']
2304,apr apr,"['ship', 'sugar']"
2305,apr apr,['money-fx']
2306,grain ship load portland six grain ship load six ship wait load portland accord portland merchant exchang,"['grain', 'ship']"
2307,itali eni invest venezuelan project itali state own ent nazional idrocarburi eni invest mln dlr two joint ventur coal petrochem petroleo de venezuela eni presid franco reviglio said speak news confer reviglio said two project eventu bring mln dlr annual foreign exchang venezuela help diversifi countri export base joint ventur princip instrument allow resourc industri countri channel develop world lead futur growth reviglio said eni subsidiari ecofuel join pequiven petrochem subsidiari pdvsa build mln dlr plant produc mtbe gasolin addit use increas octan level mt per year plant construct jose eastern venezuela fed butan produc pdvsa eastern cryogen complex eni own pct joint ventur compani super octano c pequiven pct remain three pct sold privat investor product set begin third quarter ecofuel offici said plant model one saudi arabia anoth eni subsidiari agip carbon sign letter intent caraca tomorrow enter partnership pdvsa mine coal deposit guasar western zulia state said feasibl studi still done carbozulia project definit accord slate august ad agip carbon atlant richfield coal arco subsidiari form consortium pct carbozulia project whose total cost estim mln dlr compani said agip carbon invest pct mln dlr project said,['pet-chem']
2308,nwa inc lt nwa th qtr net shr profit ct vs loss nine ct net profit mln vs loss two mln rev billion vs mln year shr profit dlr vs profit dlr net profit mln vs profit mln rev billion vs billion,['earn']
2309,republicbank lt rpt reclassifi brazil loan republicbank corp said place mln dlr intermedi term loan brazil non accrual basi march said reclassif reduc first quarter earn mln dlr tax mln dlr tax brazil chang posit moratorium interest payment republicbank also said net incom first quarter expect mln dlr ct share fulli dilut basi year ago first quarter compani earn mln dlr ct share compani also said first quarter result expect includ provis loan loss mln dlr mln dlr net loan charg off mln dlr said provis increas loan loss mln dlr pct loan republicbank total asset billion dlr announc decemb agreement interfirst corp lt ifc form first republicbank corp merger approv regulatori agenc stockhold would creat th largest bank hold compani unit state,['earn']
2310,suppli mideast tension fuel gain oil petroleum futur ralli today market expect declin domest suppli becam unsettl escal mideast fight crude oil gasolin heat oil post gain new york mercantil exchang crude oil price match life contract high crude deliveri may close cent higher dlr barrel crude futur could jump dlr barrel remain long product strong robert murphi account execut e f hutton said trader said price support anticip american petroleum institut would report declin domest inventori petroleum product weekli report trader said price also support escal iran iraq war iranian reportedli launch new offens iraqi posit iraq attack offshor oil field oil export depot buy specul continu prompt gain gold silver futur commod exchang new york gold price retreat midday ralli close support silver market approach two year high trader said soybean futur post strong gain chicago board trade corn wheat mostli higher trader said cash sale slow countri soybean harvest brazil delay rain limit suppli addit agricultur depart last week project substanti drop soybean acreag year monday report usda inspect mln bushel corn export last week unexpectedli high coupl lack farm sale provid support corn market trader said live hog frozen pork belli ralli chicago mercantil exchang cattl end lower live hog push ahead lack suppli mani farmer turn attent spring plant rather market livestock trader said note cash sale lighter expect week lack market also support pork belli price drift lower moder loss nearbi month specul sold contract take profit trader said cattl price close lower continu show strength relat tight suppli price push ahead new contract high extend gain past three year peak set monday tight suppli forc meat packer bid aggress avail anim howev trader sold contract take profit extend ralli seen april deliveri contract soar cent pound cent pound start year new york coffe futur close higher trade talk brazil would aggress seller near term analyst said,"['crude', 'gas', 'heat']"
2311,torchmark lt tmk author stock repurchas torchmark corp said board author purchas time time signific portion pct convert subordin debentur februari said outstand mln dlr princip amount debenur compani also said plan redeem debentur june eight also declar regular quarterli dividend ct per share common payabl may one sharehold record april,['earn']
2312,apr apr,"['grain', 'ship']"
2313,api say distil stock bbl gasolin mln crude mln api say distil stock bbl gasolin mln crude mln,"['crude', 'gas']"
2314,southern texa grain differenti adjust post counti price southern texa counti chang reflect one market differenti instead usual two termin market price system senior agricultur depart offici said interior grain soybean price affect counti base sole texa gulf prior chang counti price also price amarillo market chang made better reflect local market condit said ralph klopfenstein deputi administr commod oper usda texa gulf alway domin market counti amarillo never becam effect area klopfenstein told reuter,"['grain', 'oilseed', 'soybean']"
2315,apr apr,"['crude', 'ship']"
2316,camco inc lt cam set quarterli qtli div ct vs ct prior pay april record march,['earn']
2317,amoskeag bank lt amkg seek rehear amoskeag bank share inc lt portsmouth save bank said file motion rehear new hampshir suprem court march rule overturn state regulatori approv amoskeag acquisit portsmouth ramif decis believ go well beyond affili amoskeag portsmouth save bank said amoskeag chairman william bushnel transact oppos group portsmouth investor want bank remain independ accord press report,['acq']
2318,egypt said cancel pl soft wheat tender egypt cancel export bonu tender tonn soft red winter wheat may june shipment fail bid price accept usda privat export sourc said,"['grain', 'wheat']"
2319,doe recommend special unit enrich uranium energi secretari john herrington told congress feder charter corpor would best way manag oper govern uranium enrich program said letter congressmen unless program run energi depart improv sale worth five billion dlr could lost program annual commerci sale one billion dlr hold pct free world market enrich servic depart offici said world market enrich uranium reactor power util increasingli competit privat entiti could better tap administr plan spin depart uranium enrich oper line effort reduc feder govern role area feel privat enterpris could effici,['strategic-metal']
2320,jordan boost bid export bonu wheat tender jordan boost bid u soft hard wheat export bonu privat export sourc said jordan today bid dlr per tonn soft wheat dlr per tonn hard red winter wheat tender tonn hard soft wheat april novemb shipment earlier today usda reject bid dlr varieti said,"['grain', 'wheat']"
2321,morocco tender thursday pl wheat morocco tender thursday tonn u wheat cheapest varieti prefer may june shipment pl privat export sourc said tender consist three lot tonn shipment may may june may june said,"['grain', 'wheat']"
2322,trilon declar stock dividend lt trilon financi corp said declar stock dividend one class share two class share held payabl may sharehold record april,['earn']
2323,api say distil gasolin stock week distil fuel stock held primari storag rose barrel week end april three mln barrel revis mln previou week american petroleum institut said weekli statist bulletin oil industri trade group said gasolin stock rose mln barrel mln barrel revis mln crude oil stock mln barrel mln revis mln said residu fuel stock rose barrel mln revis mln barrel api said refineri run week rose mln barrel per day mln refineri use oper capac pct pct crude oil import week fell mln bpd revis mln api ad,"['crude', 'fuel', 'gas']"
2324,allegheni lt ag prefer sharehold file suit allegheni intern inc agre merg jointli form first boston inc affili deal worth mn dlr said sharehold prefer stock file class action complaint compani complaint alleg among thing compani board agre pay first boston illeg seven mln dlr top fee receiv higher offer compani prior buyout suit contend fee hamper allegheni abil attract offer take action would benefit holder prefer stock complaint also alleg feder secur law violat breach fiduciari duti suit request injunct proceed pend offer made sunter acquisit acquir allegheni sunter acquisit corp sunter hold corp form first boston allegheni allegheni said sunter concern intend vigor defend complaint charg complaint file robert moss parti believ share allegheni prefer stock,['acq']
2325,canadian urg exempt u trade bill group canadian lawmak ontario today ask u counterpart exempt canada mandatori trade retali provis major trade bill consid u congress meet northeast midwest coalit organ u legisl david cook chairman ontario parliament select committe econom affair said exempt would help trade relat trade legisl consid full hous late april would requir presid reagan retali foreign unfair trade practic unless trade action would harm u economi current reagan reject trade sanction ground cook member liber parti told u congressmen understand trade bill think concern part world would suggest best friend concern canada sincer consid exempt countri bill ad canada unit state largest trade partner two way trade billion dlr accord coalit u ran billion dlr deficit manufactur good year compar billion dlr surplu servic trade neighbour,['trade']
2326,american agronom corp lt agr nd qtr feb shr profit one ct vs loss three ct net profit vs loss rev mln vs mln six month shr profit six ct vs loss six ct net profit mln vs loss mln rev mln vs mln note six month includ gain four ct chang account principl,['earn']
2327,helig meyer co lt hmi increas dividend qtli div eight ct vs seven ct prior payabl may record april,['earn']
2328,helig meyer co lt hmi year feb shr dlr vs dlr net mln dlr vs mln rev mln vs mln note result reflect year month period compani chang fiscal year end februari march,['earn']
2329,kelli oil ga partner lt kli year dec shr ct vs ct net mln vs mln rev mln vs mln,['earn']
2330,japan seek strengthen pari currenc accord japan seek strengthen pari accord currenc stabil meet group seven lead industri nation tomorrow japanes offici said howev offici travel japanes financ minist kiichi miyazawa ask identifi would provid detail want accord sign six lead industri democraci februari strengthen currenc target zone refer rang discuss g meet schedul tomorrow japanes offici said meet held conjunct week intern monetari fund world bank session reaffirm currenc pact need chang languag use pari accord offici said miyazawa met u treasuri secretari jame baker earli afternoon discuss dollar yen exchang rate offici said declin disclos detail discuss japanes offici also declin detail miyazawa baker discuss subject greater joint intervent currenc market stabil dollar independ american intervent offici said money market action stabil dollar benefit japan suffer sharp appreci currenc also benefit unit state well u urg japan take step boost domest demand reduc trade surplu japan explain econom measur g offici said howev miyazawa fail outlin size japanes econom packag meet baker today japanes budget author diet parliament despit new fiscal year start april one offici said japan rule liber democrat parti reveal econom packag today call billion yen addit spend,['money-fx']
2331,tcw convert secur lt cvt set dividend tcw convert secur fund inc said board declar initi quarterli dividend three cent per share payabl april sharehold record april tcw said anticip pay regular quarterli dividend compani made initi public stock offer march five,['earn']
2332,currenc futur key g g meet news agreement among g g financ minist meet washington week key direct currenc futur intern monetari market agreement need go beyond pari accord stem recent rise futur financi analyst said financ minist give market someth realli new look packag goe beyond pari agreement could real boost dollar said shearson lehman brother analyst ann mill hand anyth neutral would tend bearish dollar mill said trader analyst agre simpl reaffirm pari accord enough halt declin dollar central bank intervent lot peopl look reason buy currenc sell dollar said one trader larg retail firm floor imm concret resolut look sell dollar possibl mark level said technic currenc futur pois anoth rise said smith barney harri upham analyst craig sloan sloan note june yen futur set new contract high tuesday close best level ever june sterl set new contract high monday everyth seem come head right need much get thing roll sloan said particular june canadian dollar sloan recent put buy recommend hover rang recent week form triangl chart may soon break upsid close contract high would signal breakout sloan said would like mean nearbi canadian dollar contract would extend advanc near level june canadian dollar close tuesday mill note howev interest rate differenti canadian secur u secur narrow dramat recent yield year canadian bond basi point u year note help canadian currenc note increas proport foreign fund flow canadian equiti market particularli japanes investor analyst howev said currenc futur may near top long term ralli someth done g g meet calm peopl said david horner merril lynch econom pari accord pretti much fix major european currenc trade horner said sterl futur may still make anoth run new high dlr june contract posit atmospher prevail british elect possibl anoth interest rate cut horner said june british pound close tuesday horner said new boundari trade rang yen like come g g meet like rang bottom dollar yen per dollar top near yen horner said yen futur bottom dollar rang would equival june contract june yen close tuesday rang emerg meet one ralli yen horner said,"['dlr', 'money-fx', 'yen']"
2333,senat proxmir urg curb takeov senat bank committe chairman william proxmir call curb hostil corpor takeov new restrict risk arbitrageur least high time requir risk arbitrageur regist seper specif secur exchang commiss consid preclud brokerag firm employ invest own secur issu third parti risk arbitrag oper proxmir said start hear corpor takeov burn issu must whether ought complet seper futur risk arbitrag invest bank proxmir said said concern hostil takeov attempt hurt economi view share corpor execut tesitifi hear believ takeov becom abus tilt favor financi buccan remedi action requir usx corp chairman david roderick said congress allow takeov game continu uncheck would econom suicid champion intern corp chairman andrew sigler ad,['acq']
